,locus_tag,name,location,old_locus_tag,product,note,start,end
3870,ECB_RS19600,rhtB,[3972865:3973486](-),ECB_03703,homoserine/homoserine lactone efflux protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3973486,3972865
3871,ECB_RS19605,pldB,[3973596:3974619](+),ECB_03704,lysophospholipase L2,Derived by automated computational analysis using gene prediction method: Protein Homology.,3973596,3974619
3872,ECB_RS19610,,[3974626:3975427](+),ECB_03705,Cof-type HAD-IIB family hydrolase,Derived by automated computational analysis using gene prediction method: Protein Homology.,3974626,3975427
3873,ECB_RS19615,bioP,[3975502:3976402](+),ECB_03706,biotin transporter,Derived by automated computational analysis using gene prediction method: Protein Homology.,3975502,3976402
3874,ECB_RS19620,metR,[3976289:3977243](-),ECB_03707,HTH-type transcriptional regulator MetR,Derived by automated computational analysis using gene prediction method: Protein Homology.,3977243,3976289
3875,ECB_RS19625,metE,[3977479:3979741](+),ECB_03708,5-methyltetrahydropteroyltriglutamate-- homocysteine S-methyltransferase,Derived by automated computational analysis using gene prediction method: Protein Homology.,3977479,3979741
3876,ECB_RS19630,,[3979834:3980731](-),ECB_03709,LysR family transcriptional regulator,Derived by automated computational analysis using gene prediction method: Protein Homology.,3980731,3979834
3877,ECB_RS19635,,[3980808:3982032](-),ECB_03710,cytosine permease,Derived by automated computational analysis using gene prediction method: Protein Homology.,3982032,3980808
3878,ECB_RS19640,,[3982057:3982447](-),ECB_03711,glutamyl-tRNA amidotransferase,Derived by automated computational analysis using gene prediction method: Protein Homology.,3982447,3982057
3879,ECB_RS19645,arcC,[3982463:3983420](-),ECB_03712,carbamate kinase,Derived by automated computational analysis using gene prediction method: Protein Homology.,3983420,3982463
3880,ECB_RS19650,,[3983412:3984837](-),ECB_03713,DUF1116 domain-containing protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3984837,3983412
3881,ECB_RS19655,fdrA,[3984833:3986393](-),ECB_03714,acyl-CoA synthetase FdrA,Derived by automated computational analysis using gene prediction method: Protein Homology.,3986393,3984833
3882,ECB_RS19660,,[3986487:3987348](-),ECB_03715,DUF2877 domain-containing protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3987348,3986487
3883,ECB_RS19665,,[3987353:3988022](-),ECB_03716,cysteine hydrolase,Derived by automated computational analysis using gene prediction method: Protein Homology.,3988022,3987353
3884,ECB_RS19675,,[3988278:3989088](-),ECB_03717,dienelactone hydrolase family protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3989088,3988278
3885,ECB_RS19680,,[3989349:3990114](+),ECB_03718,uridine phosphorylase,Derived by automated computational analysis using gene prediction method: Protein Homology.,3989349,3990114
3886,ECB_RS19685,,[3990147:3991638](-),ECB_03719,C4-dicarboxylate ABC transporter permease,Derived by automated computational analysis using gene prediction method: Protein Homology.,3991638,3990147
3887,ECB_RS19690,,[3991650:3992157](-),ECB_03720,tripartite tricarboxylate transporter TctB family protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3992157,3991650
3888,ECB_RS19695,,[3992173:3993148](-),ECB_03721,tripartite tricarboxylate transporter substrate binding protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3993148,3992173
3889,ECB_RS19700,,[3993172:3993802](-),ECB_03722,2-dehydro-3-deoxy-6-phosphogalactonate aldolase,Derived by automated computational analysis using gene prediction method: Protein Homology.,3993802,3993172
3890,ECB_RS19705,,[3993791:3994796](-),ECB_03723,2-dehydro-3-deoxygalactonokinase,Derived by automated computational analysis using gene prediction method: Protein Homology.,3994796,3993791
3891,ECB_RS19710,,[3994819:3995587](-),ECB_03724,IclR family transcriptional regulator,Derived by automated computational analysis using gene prediction method: Protein Homology.,3995587,3994819
3892,ECB_RS19715,rmuC,[3995803:3997231](+),ECB_03725,DNA recombination protein RmuC,Derived by automated computational analysis using gene prediction method: Protein Homology.,3995803,3997231
3893,ECB_RS19720,ubiE,[3997325:3998081](+),ECB_03726,"bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1,4-benzoquinol methylase UbiE",Derived by automated computational analysis using gene prediction method: Protein Homology.,3997325,3998081
3894,ECB_RS19725,ubiJ,[3998094:3998700](+),ECB_03727,ubiquinone biosynthesis protein UbiJ,Derived by automated computational analysis using gene prediction method: Protein Homology.,3998094,3998700
3895,ECB_RS19730,ubiB,[3998696:4000337](+),ECB_03728,ubiquinone biosynthesis regulatory protein kinase UbiB,Derived by automated computational analysis using gene prediction method: Protein Homology.,3998696,4000337
3896,ECB_RS19735,tatA,[4000415:4000685](+),ECB_03729,Sec-independent protein translocase subunit TatA,Derived by automated computational analysis using gene prediction method: Protein Homology.,4000415,4000685
3897,ECB_RS19740,tatB,[4000688:4001204](+),ECB_03730,Sec-independent protein translocase subunit TatB,Derived by automated computational analysis using gene prediction method: Protein Homology.,4000688,4001204
3898,ECB_RS19745,tatC,[4001206:4001983](+),ECB_03731,Sec-independent protein translocase subunit TatC,Derived by automated computational analysis using gene prediction method: Protein Homology.,4001206,4001983
3899,ECB_RS19750,tatD,[4002024:4002807](+),ECB_03732,3'-5' ssDNA/RNA exonuclease TatD,Derived by automated computational analysis using gene prediction method: Protein Homology.,4002024,4002807
3900,ECB_RS19755,rfaH,[4002803:4003292](-),ECB_03733,transcription/translation regulatory transformer protein RfaH,Derived by automated computational analysis using gene prediction method: Protein Homology.,4003292,4002803
3901,ECB_RS19760,ubiD,[4003458:4004952](+),ECB_03734,4-hydroxy-3-polyprenylbenzoate decarboxylase,Derived by automated computational analysis using gene prediction method: Protein Homology.,4003458,4004952
3902,ECB_RS19765,,[4004997:4005699](+),ECB_03735,NAD(P)H-flavin reductase,Derived by automated computational analysis using gene prediction method: Protein Homology.,4004997,4005699
3903,ECB_RS19770,fadA,[4005981:4007145](-),ECB_03736,acetyl-CoA C-acyltransferase FadA,Derived by automated computational analysis using gene prediction method: Protein Homology.,4007145,4005981
3904,ECB_RS19775,fadB,[4007154:4009344](-),ECB_03737,fatty acid oxidation complex subunit alpha FadB,Derived by automated computational analysis using gene prediction method: Protein Homology.,4009344,4007154
3905,ECB_RS19780,pepQ,[4009533:4010865](+),ECB_03738,Xaa-Pro dipeptidase,Derived by automated computational analysis using gene prediction method: Protein Homology.,4009533,4010865
3906,ECB_RS19785,,[4010864:4011479](+),ECB_03739,IMPACT family protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,4010864,4011479
3907,ECB_RS19790,trkH,[4011517:4012969](+),ECB_03740,Trk system potassium transporter TrkH,Derived by automated computational analysis using gene prediction method: Protein Homology.,4011517,4012969
3908,ECB_RS19795,hemG,[4012980:4013526](+),ECB_03741,menaquinone-dependent protoporphyrinogen IX dehydrogenase,Derived by automated computational analysis using gene prediction method: Protein Homology.,4012980,4013526
3909,ECB_RS19800,,[4013903:4015457](+),ECB_r00014,,,4013903,4015457
3910,ECB_RS19805,,[4015513:4015590](+),ECB_t00071,,,4015513,4015590
3911,ECB_RS19810,,[4015632:4015708](+),ECB_t00072,,,4015632,4015708
3912,ECB_RS19815,,[4015882:4018807](+),ECB_r00015,,,4015882,4018807
3913,ECB_RS19820,rrf,[4018983:4019099](+),ECB_r00016,,,4018983,4019099
3914,ECB_RS19825,mobB,[4019202:4019730](-),ECB_03742,molybdopterin-guanine dinucleotide biosynthesis protein B,Derived by automated computational analysis using gene prediction method: Protein Homology.,4019730,4019202
3915,ECB_RS19830,mobA,[4019711:4020296](-),ECB_03743,molybdenum cofactor guanylyltransferase MobA,Derived by automated computational analysis using gene prediction method: Protein Homology.,4020296,4019711
3916,ECB_RS19835,,[4020365:4020635](+),ECB_03744,YihD family protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,4020365,4020635
3917,ECB_RS19840,,[4020711:4021698](+),ECB_03745,serine/threonine protein kinase,Derived by automated computational analysis using gene prediction method: Protein Homology.,4020711,4021698
3918,ECB_RS19845,dsbA,[4021714:4022341](+),ECB_03746,thiol:disulfide interchange protein DsbA,Derived by automated computational analysis using gene prediction method: Protein Homology.,4021714,4022341
3919,ECB_RS19850,,[4022495:4023926](+),ECB_03747,YdgA family protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,4022495,4023926
3920,ECB_RS19855,,[4023966:4024899](-),ECB_03748,acyltransferase,Derived by automated computational analysis using gene prediction method: Protein Homology.,4024899,4023966
3921,ECB_RS19860,,[4025018:4025261](-),,hypothetical protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,4025261,4025018
3922,ECB_RS19865,polA,[4025262:4028049](+),ECB_03749,DNA polymerase I,Derived by automated computational analysis using gene prediction method: Protein Homology.,4025262,4028049
3923,ECB_RS19870,,[4028429:4029062](-),ECB_03750,YihA family ribosome biogenesis GTP-binding protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,4029062,4028429
3924,ECB_RS19875,yihI,[4029643:4030153](+),ECB_03751,Der GTPase-activating protein YihI,Derived by automated computational analysis using gene prediction method: Protein Homology.,4029643,4030153
3925,ECB_RS19880,hemN,[4030341:4031715](+),ECB_03752,oxygen-independent coproporphyrinogen III oxidase,Derived by automated computational analysis using gene prediction method: Protein Homology.,4030341,4031715
3926,ECB_RS19885,yshB,[4031904:4032015](-),,YshB family small membrane protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,4032015,4031904
3927,ECB_RS19890,,[4032126:4033536](-),ECB_03753,nitrogen regulation protein NR(I),Derived by automated computational analysis using gene prediction method: Protein Homology.,4033536,4032126
3928,ECB_RS19895,,[4033547:4034597](-),ECB_03754,nitrogen regulation protein NR(II),Derived by automated computational analysis using gene prediction method: Protein Homology.,4034597,4033547
3929,ECB_RS19900,,[4034882:4036292](-),ECB_03755,glutamate--ammonia ligase,Derived by automated computational analysis using gene prediction method: Protein Homology.,4036292,4034882
3930,ECB_RS19910,typA,[4036664:4038488](+),ECB_03756,ribosome-dependent GTPase TypA,Derived by automated computational analysis using gene prediction method: Protein Homology.,4036664,4038488
3931,ECB_RS19915,,[4038704:4039415](+),ECB_03757,UTRA domain-containing protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,4038704,4039415
3932,ECB_RS19920,,[4039422:4040403](+),ECB_03758,TIM barrel protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,4039422,4040403
3933,ECB_RS19925,,[4040504:4041770](+),ECB_03759,MFS transporter,Derived by automated computational analysis using gene prediction method: Protein Homology.,4040504,4041770
3934,ECB_RS19930,ompL,[4041860:4042553](-),ECB_03760,porin OmpL,Derived by automated computational analysis using gene prediction method: Protein Homology.,4042553,4041860
3935,ECB_RS19935,,[4042619:4044023](-),ECB_03761,MFS transporter,Derived by automated computational analysis using gene prediction method: Protein Homology.,4044023,4042619
3936,ECB_RS19940,,[4044062:4045448](-),ECB_03762,MFS transporter,Derived by automated computational analysis using gene prediction method: Protein Homology.,4045448,4044062
3937,ECB_RS19945,yihQ,[4045493:4047497](-),ECB_03763,sulfoquinovosidase,Derived by automated computational analysis using gene prediction method: Protein Homology.,4047497,4045493
3938,ECB_RS19950,,[4047621:4048548](-),ECB_03764,aldose-1-epimerase,Derived by automated computational analysis using gene prediction method: Protein Homology.,4048548,4047621
3939,ECB_RS19955,,[4048661:4049903](-),ECB_03765,sulfoquinovose isomerase,Derived by automated computational analysis using gene prediction method: Protein Homology.,4049903,4048661
3940,ECB_RS19960,,[4049919:4050798](-),ECB_03766,sulfofructosephosphate aldolase,Derived by automated computational analysis using gene prediction method: Protein Homology.,4050798,4049919
