,UNIQUE-ID,NAME,PRODUCT-NAME,SWISS-PROT-ID,REPLICON,START-BASE,END-BASE,SYNONYMS,SYNONYMS.1,SYNONYMS.2,SYNONYMS.3,GENE-CLASS,GENE-CLASS.1,GENE-CLASS.2,GENE-CLASS.3,ACCESSION-1,TRANSCRIPTION-DIRECTION,locus_tag,name,location,old_locus_tag,product,note,start,end,distance,overlap,ecocyc_gene_len,NCBI_gene_len
1805,GCQD-1857,ydiK,predicted inner membrane protein,C6UIM8,CHROMOSOME-1,1746341,1747453,,,,,UNCLASSIFIED,,,,ECB_01657,+,ECB_RS08745,ydiK,[1746340:1747453](+),ECB_01657,AI-2E family transporter YdiK,Derived by automated computational analysis using gene prediction method: Protein Homology.,1746340,1747453,1,1112,1112,1113
1806,GCQD-4226,phnO,aminoalkylphosphonate <i>N</i>-acetyltransferase,C6UK91,CHROMOSOME-1,4294360,4293926,,,,,UNCLASSIFIED,,,,ECB_03965,-,ECB_RS21095,phnO,[4293925:4294360](-),ECB_03965,aminoalkylphosphonate N-acetyltransferase,Derived by automated computational analysis using gene prediction method: Protein Homology.,4294360,4293925,1,434,434,435
1807,GCQD-4431,sgcQ,KpLE2 phage-like element; predicted nucleoside triphosphatase,C6UL72,CHROMOSOME-1,4509055,4508249,yjhM,,,,UNCLASSIFIED,,,,ECB_04168,-,ECB_RS22185,sgcQ,[4508248:4509055](-),ECB_04168,BtpA family protein SgcQ,Derived by automated computational analysis using gene prediction method: Protein Homology.,4509055,4508248,1,806,806,807
1808,GCQD-2108,cobT,CobT,C6UK18,CHROMOSOME-1,2002467,2001388,,,,,UNCLASSIFIED,,,,ECB_01900,-,ECB_RS10075,cobT,[2001387:2002467](-),ECB_01900,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2002467,2001387,1,1079,1079,1080
1809,GCQD-2322,rplY,50S ribosomal protein L25,C6ULK0,CHROMOSOME-1,2233705,2233989,,,,,UNCLASSIFIED,,,,ECB_02115,+,ECB_RS11145,rplY,[2233704:2233989](+),ECB_02115,50S ribosomal protein L25,Derived by automated computational analysis using gene prediction method: Protein Homology.,2233704,2233989,1,284,284,285
1810,GCQD-563,ECB_00377,putative acetyltransferase,C6UBP1,CHROMOSOME-1,417038,416496,,,,,UNCLASSIFIED,,,,ECB_00377,-,ECB_RS01975,,[416495:417038](-),ECB_00377,GNAT family N-acetyltransferase,Derived by automated computational analysis using gene prediction method: Protein Homology.,417038,416495,1,542,542,543
1811,GCQD-784,lipB,lipoyl(octanoyl) transferase,C6UD14,CHROMOSOME-1,644861,644220,cde,lip,,,UNCLASSIFIED,,,,ECB_00599,-,ECB_RS03120,lipB,[644219:644861](-),ECB_00599,lipoyl(octanoyl) transferase LipB,Derived by automated computational analysis using gene prediction method: Protein Homology.,644861,644219,1,641,641,642
1812,GCQD-2541,murR,MurR,C6UMS6,CHROMOSOME-1,2474351,2473494,yfeT,,,,UNCLASSIFIED,,,,ECB_02327,-,ECB_RS12270,murR,[2473493:2474351](-),ECB_02327,HTH-type transcriptional regulator MurR,Derived by automated computational analysis using gene prediction method: Protein Homology.,2474351,2473493,1,857,857,858
1813,GCQD-2734,gabD,NADP<sup>+</sup>-dependent succinate-semialdehyde dehydrogenase,C6UC16,CHROMOSOME-1,2685953,2687401,,,,,UNCLASSIFIED,,,,ECB_02517,+,ECB_RS13285,gabD,[2685952:2687401](+),ECB_02517,NADP-dependent succinate-semialdehyde dehydrogenase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2685952,2687401,1,1448,1448,1449
1997,GCQD-1112,ycaL,putative heat shock protein,C6UEP4,CHROMOSOME-1,977356,978120,,,,,UNCLASSIFIED,,,,ECB_00913,+,ECB_RS04825,,[977355:978120](+),ECB_00913,M48 family metallopeptidase,Derived by automated computational analysis using gene prediction method: Protein Homology.,977355,978120,1,764,764,765
2000,GCQD-3176,fadH,"2,4-dienoyl-CoA reductase",C6UED1,CHROMOSOME-1,3164482,3166500,ygjL,,,,UNCLASSIFIED,,,,ECB_02950,+,ECB_RS15600,,[3164481:3166500](+),ECB_02950,"NADPH-dependent 2,4-dienoyl-CoA reductase",Derived by automated computational analysis using gene prediction method: Protein Homology.,3164481,3166500,1,2018,2018,2019
1157,GCQD-2810,ygbL,predicted class II aldolase,C6UC87,CHROMOSOME-1,2758454,2759092,,,,,UNCLASSIFIED,,,,ECB_02588,+,ECB_RS13680,,[2758453:2759092](+),ECB_02588,aldolase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2758453,2759092,1,638,638,639
2188,GCQD-3868,rbsD,ribose pyranase,C6UI71,CHROMOSOME-1,3895158,3895577,rbsP,,,,UNCLASSIFIED,,,,ECB_03634,+,ECB_RS19205,rbsD,[3895157:3895577](+),ECB_03634,D-ribose pyranase,Derived by automated computational analysis using gene prediction method: Protein Homology.,3895157,3895577,1,419,419,420
2175,GCQD-1401,narU,nitrate / nitrite transporter NarU,C6UG92,CHROMOSOME-1,1278107,1279498,yddF,,,,transport,UNCLASSIFIED,,,ECB_01201,+,ECB_RS06380,narK,[1278106:1279498](+),ECB_01201,nitrate transporter NarK,Derived by automated computational analysis using gene prediction method: Protein Homology.,1278106,1279498,1,1391,1391,1392
2176,GCQD-2624,ndk,Ndk,C6UBC5,CHROMOSOME-1,2565683,2565252,,,,,UNCLASSIFIED,,,,ECB_02410,-,ECB_RS12700,,[2565251:2565683](-),ECB_02410,nucleoside-diphosphate kinase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2565683,2565251,1,431,431,432
2177,GCQD-241,araD,L-ribulose 5-phosphate 4-epimerase monomer,C6UM25,CHROMOSOME-1,69354,68659,,,,,UNCLASSIFIED,,,,ECB_00063,-,ECB_RS00325,araD,[68658:69354](-),ECB_00063,L-ribulose-5-phosphate 4-epimerase,Derived by automated computational analysis using gene prediction method: Protein Homology.,69354,68658,1,695,695,696
2178,GCQD-3696,lldP,(R)-lactate / (S)-lactate / glycolate:H+ symporter LldP,C6UHC1,CHROMOSOME-1,3718209,3719864,lct,lctP,,,transport,UNCLASSIFIED,,,ECB_03461,+,ECB_RS18330,lldP,[3718208:3719864](+),ECB_03461,L-lactate permease,Derived by automated computational analysis using gene prediction method: Protein Homology.,3718208,3719864,1,1655,1655,1656
2179,GCQD-1066,artI,periplasmic binding protein ArtI,C6UEJ9,CHROMOSOME-1,919695,918964,,,,,transport,UNCLASSIFIED,,,ECB_00868,-,ECB_RS04590,,[918963:919695](-),ECB_00868,arginine ABC transporter substrate-binding protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,919695,918963,1,731,731,732
2180,GCQD-3044,ECB_02819,KpsS protein,C6UDL6,CHROMOSOME-1,3019065,3020297,,,,,UNCLASSIFIED,,,,ECB_02819,+,ECB_RS14900,,[3019064:3020297](+),ECB_02819,capsular biosynthesis protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3019064,3020297,1,1232,1232,1233
2181,GCQD-892,pal,Colicin S4 Transport System,C6UDB3,CHROMOSOME-1,759949,760470,excC,,,,UNCLASSIFIED,,,,ECB_00701,+,ECB_RS03700,pal,[759948:760470](+),ECB_00701,peptidoglycan-associated lipoprotein Pal,Derived by automated computational analysis using gene prediction method: Protein Homology.,759948,760470,1,521,521,522
2182,GCQD-3543,livJ,branched chain amino acid ABC transporter - periplasmic binding protein,C6UGI8,CHROMOSOME-1,3530343,3529240,hrbD,hrbC,hrbB,,transport,UNCLASSIFIED,,,ECB_03309,-,ECB_RS17505,,[3529239:3530343](-),ECB_03309,branched-chain amino acid ABC transporter substrate-binding protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3530343,3529239,1,1103,1103,1104
2183,GCQD-3610,dctA,C4 dicarboxylate / orotate:H<sup>+</sup> symporter,C6UGQ4,CHROMOSOME-1,3612939,3611653,,,,,transport,UNCLASSIFIED,,,ECB_03376,-,ECB_RS17870,,[3611652:3612939](-),ECB_03376,dicarboxylate/amino acid:cation symporter,Derived by automated computational analysis using gene prediction method: Protein Homology.,3612939,3611652,1,1286,1286,1287
2184,GCQD-3452,nirD,"nitrite reductase, small subunit",C6UFW6,CHROMOSOME-1,3424456,3424782,,,,,UNCLASSIFIED,,,,ECB_03217,+,ECB_RS17025,nirD,[3424455:3424782](+),ECB_03217,nitrite reductase small subunit NirD,Derived by automated computational analysis using gene prediction method: Protein Homology.,3424455,3424782,1,326,326,327
2185,GCQD-2816,umpG,broad specificity 5'(3')-nucleotidase and polyphosphatase,,CHROMOSOME-1,2765135,2764374,ygbC,surE,,,UNCLASSIFIED,,,,ECB_02594,-,ECB_RS13710,surE,[2764373:2765135](-),ECB_02594,5'/3'-nucleotidase SurE,Derived by automated computational analysis using gene prediction method: Protein Homology.,2765135,2764373,1,761,761,762
2186,GCQD-3315,dcuD,YhcL DcuC transporter,C6UF52,CHROMOSOME-1,3302767,3304134,yhcL,,,,transport,UNCLASSIFIED,,,ECB_03087,+,ECB_RS16305,dcuC,[3302766:3304134](+),ECB_03087,anaerobic C4-dicarboxylate transporter DcuC,Derived by automated computational analysis using gene prediction method: Protein Homology.,3302766,3304134,1,1367,1367,1368
2187,GCQD-3453,nirC,nitrite transporter NirC,C6UFW7,CHROMOSOME-1,3424908,3425714,,,,,transport,UNCLASSIFIED,,,ECB_03218,+,ECB_RS17030,nirC,[3424907:3425714](+),ECB_03218,nitrite transporter NirC,Derived by automated computational analysis using gene prediction method: Protein Homology.,3424907,3425714,1,806,806,807
2189,GCQD-3245,yraR,predicted nucleoside-diphosphate-sugar epimerase,C6UEY4,CHROMOSOME-1,3234080,3233445,,,,,UNCLASSIFIED,,,,ECB_03019,-,ECB_RS15950,,[3233444:3234080](-),ECB_03019,NAD(P)H-binding protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3234080,3233444,1,635,635,636
2173,GCQD-4516,osmY,hyperosmotically inducible periplasmic protein,C6ULZ6,CHROMOSOME-1,4600630,4601235,csi-5,,,,UNCLASSIFIED,,,,ECB_04251,+,ECB_RS22660,osmY,[4600629:4601235](+),ECB_04251,molecular chaperone OsmY,Derived by automated computational analysis using gene prediction method: Protein Homology.,4600629,4601235,1,605,605,606
2190,GCQD-3227,agaF,putative phosphotransferase system enzyme subunit,C6UEI2,CHROMOSOME-1,3215294,3215728,,,,,transport,UNCLASSIFIED,,,ECB_03001,+,ECB_RS15860,,[3215293:3215728](+),ECB_03001,PTS sugar transporter subunit IIA,Derived by automated computational analysis using gene prediction method: Protein Homology.,3215293,3215728,1,434,434,435
2194,GCQD-306,yadI,AgaX,C6UM90,CHROMOSOME-1,147380,147820,agaX,,,,transport,UNCLASSIFIED,,,ECB_00128,+,ECB_RS00670,,[147379:147820](+),ECB_00128,PTS sugar transporter subunit IIA,Derived by automated computational analysis using gene prediction method: Protein Homology.,147379,147820,1,440,440,441
2195,GCQD-903,zitB,Zn<sup>2+</sup> / Cd<sup>2+</sup> / Ni<sup>2+</sup> / Cu<sup>2+</sup> efflux transporter ZitB,C6UDB7,CHROMOSOME-1,765452,764511,ybgR,,,,transport,UNCLASSIFIED,,,ECB_00705,-,ECB_RS03755,zitB,[764510:765452](-),ECB_00705,CDF family zinc transporter ZitB,Derived by automated computational analysis using gene prediction method: Protein Homology.,765452,764510,1,941,941,942
2196,GCQD-4294,orn,oligoribonuclease monomer,C6UKF7,CHROMOSOME-1,4369759,4370304,yjeR,,,,UNCLASSIFIED,,,,ECB_04032,+,ECB_RS21455,,[4369758:4370304](+),ECB_04032,oligoribonuclease,Derived by automated computational analysis using gene prediction method: Protein Homology.,4369758,4370304,1,545,545,546
2197,GCQD-1447,yciK,predicted oxidoreductase,C6UGD5,CHROMOSOME-1,1327484,1326726,,,,,UNCLASSIFIED,,,,ECB_01247,-,ECB_RS06610,,[1326725:1327484](-),ECB_01247,YciK family oxidoreductase,Derived by automated computational analysis using gene prediction method: Protein Homology.,1327484,1326725,1,758,758,759
2198,GCQD-2944,uacT,urate:H<sup>+</sup> symporter,,CHROMOSOME-1,2917121,2918569,ygfU,,,,transport,UNCLASSIFIED,,,ECB_02720,+,ECB_RS14385,,[2917120:2918569](+),ECB_02720,purine permease,Derived by automated computational analysis using gene prediction method: Protein Homology.,2917120,2918569,1,1448,1448,1449
2199,GCQD-742,fepD,ferric enterobactin ABC transporter - membrane subunit,C6UCJ3,CHROMOSOME-1,604897,603893,,,,,transport,UNCLASSIFIED,,,ECB_00557,-,ECB_RS02910,fepD,[603892:604897](-),ECB_00557,Fe(3+)-siderophore ABC transporter permease,Derived by automated computational analysis using gene prediction method: Protein Homology.,604897,603892,1,1004,1004,1005
2200,GCQD-2172,wcaB,predicted colanic acid biosynthesis acyl transferase,C6UKL1,CHROMOSOME-1,2065761,2065273,,,,,UNCLASSIFIED,,,,ECB_01964,-,ECB_RS10405,wcaB,[2065272:2065761](-),ECB_01964,colanic acid biosynthesis acetyltransferase WcaB,Derived by automated computational analysis using gene prediction method: Protein Homology.,2065761,2065272,1,488,488,489
2201,GCQD-4075,metL,MetL,C6UJH9,CHROMOSOME-1,4109942,4112374,metM,,,,UNCLASSIFIED,,,,ECB_03826,+,ECB_RS20285,,[4109941:4112374](+),ECB_03826,bifunctional aspartate kinase/homoserine dehydrogenase II,Derived by automated computational analysis using gene prediction method: Protein Homology.,4109941,4112374,1,2432,2432,2433
2202,GCQD-2757,emrA,EmrAB-TolC multidrug efflux transport system - membrane fusion protein,C6UC39,CHROMOSOME-1,2706286,2707458,,,,,transport,UNCLASSIFIED,,,ECB_02540,+,ECB_RS13400,emrA,[2706285:2707458](+),ECB_02540,multidrug efflux MFS transporter periplasmic adaptor subunit EmrA,Derived by automated computational analysis using gene prediction method: Protein Homology.,2706285,2707458,1,1172,1172,1173
2203,GCQD-616,fsr,fosmidomycin efflux transporter,C6UBU4,CHROMOSOME-1,476763,475543,,,,,transport,UNCLASSIFIED,,,ECB_00430,-,ECB_RS02250,,[475542:476763](-),ECB_00430,MFS transporter,Derived by automated computational analysis using gene prediction method: Protein Homology.,476763,475542,1,1220,1220,1221
2204,GCQD-2606,purN,phosphoribosylglycinamide formyltransferase 1,C6UBA7,CHROMOSOME-1,2543054,2543692,ade(c),ade,,,UNCLASSIFIED,,,,ECB_02392,+,ECB_RS12605,purN,[2543053:2543692](+),ECB_02392,phosphoribosylglycinamide formyltransferase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2543053,2543692,1,638,638,639
2205,GCQD-1930,gdhA,GdhA,C6UJ75,CHROMOSOME-1,1819599,1820942,,,,,UNCLASSIFIED,,,,ECB_01730,+,ECB_RS09125,,[1819598:1820942](+),ECB_01730,NADP-specific glutamate dehydrogenase,Derived by automated computational analysis using gene prediction method: Protein Homology.,1819598,1820942,1,1343,1343,1344
2174,GCQD-1209,rutG,uracil:H<sup>+</sup> symporter RutG,C6UFB7,CHROMOSOME-1,1086123,1084795,ycdG,,,,transport,UNCLASSIFIED,,,ECB_01009,-,ECB_RS05335,rutG,[1084794:1086123](-),ECB_01009,pyrimidine utilization transport protein G,Derived by automated computational analysis using gene prediction method: Protein Homology.,1086123,1084794,1,1328,1328,1329
2172,GCQD-652,allC,allantoate amidohydrolase monomer,C6UCA6,CHROMOSOME-1,517458,516223,glxB7,ylbB,,,UNCLASSIFIED,,,,ECB_00466,-,ECB_RS02425,allC,[516222:517458](-),ECB_00466,allantoate deiminase,Derived by automated computational analysis using gene prediction method: Protein Homology.,517458,516222,1,1235,1235,1236
2137,GCQD-1483,pspC,PspC transcriptional regulator; toxin of a PspC-PspB toxin-antitoxin pair,C6UGV4,CHROMOSOME-1,1367393,1367752,,,,,UNCLASSIFIED,,,,ECB_01283,+,ECB_RS06825,pspC,[1367392:1367752](+),ECB_01283,envelope stress response membrane protein PspC,Derived by automated computational analysis using gene prediction method: Protein Homology.,1367392,1367752,1,359,359,360
2153,GCQD-2831,cysJ,"sulfite reductase, flavoprotein subunit",C6UCN8,CHROMOSOME-1,2780398,2778599,,,,,UNCLASSIFIED,,,,ECB_02609,-,ECB_RS13790,cysJ,[2778598:2780398](-),ECB_02609,NADPH-dependent assimilatory sulfite reductase flavoprotein subunit,Derived by automated computational analysis using gene prediction method: Protein Homology.,2780398,2778598,1,1799,1799,1800
2139,GCQD-632,ybbA,YbbA/YbbP ABC transporter,C6UBW0,CHROMOSOME-1,491901,492587,,,,,transport,UNCLASSIFIED,,,ECB_00446,+,ECB_RS02330,,[491900:492587](+),ECB_00446,ABC transporter ATP-binding protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,491900,492587,1,686,686,687
2140,GCQD-4330,ulaF,L-ribulose 5-phosphate 4-epimerase,C6UKX5,CHROMOSOME-1,4401855,4402541,yjfX,sgaE,,,UNCLASSIFIED,,,,ECB_04065,+,ECB_RS21635,,[4401854:4402541](+),ECB_04065,L-ribulose-5-phosphate 4-epimerase,Derived by automated computational analysis using gene prediction method: Protein Homology.,4401854,4402541,1,686,686,687
2141,GCQD-4117,rplA,50S ribosomal protein L1,C6UJL3,CHROMOSOME-1,4158490,4159194,,,,,UNCLASSIFIED,,,,ECB_03860,+,ECB_RS20510,rplA,[4158489:4159194](+),ECB_03860,50S ribosomal protein L1,Derived by automated computational analysis using gene prediction method: Protein Homology.,4158489,4159194,1,704,704,705
2142,GCQD-2603,uraA,uracil NCS2 transporter,C6UBA4,CHROMOSOME-1,2540980,2539691,,,,,transport,UNCLASSIFIED,,,ECB_02389,-,ECB_RS12590,uraA,[2539690:2540980](-),ECB_02389,uracil permease,Derived by automated computational analysis using gene prediction method: Protein Homology.,2540980,2539690,1,1289,1289,1290
2143,GCQD-510,sbmA,peptide antibiotic transport,C6UB54,CHROMOSOME-1,364285,365505,,,,,transport,UNCLASSIFIED,,,ECB_00324,+,ECB_RS01700,sbmA,[364284:365505](+),ECB_00324,peptide antibiotic transporter SbmA,Derived by automated computational analysis using gene prediction method: Protein Homology.,364284,365505,1,1220,1220,1221
2144,GCQD-671,fimZ,FimZ transcriptional regulator,C6UCC5,CHROMOSOME-1,536594,535962,ybcA,,,,UNCLASSIFIED,,,,ECB_00485,-,ECB_RS02520,fimZ,[535961:536594](-),ECB_00485,fimbria biosynthesis transcriptional regulator FimZ,Derived by automated computational analysis using gene prediction method: Protein Homology.,536594,535961,1,632,632,633
2145,GCQD-1970,dmlA,D-malate dehydrogenase (decarboxylating),C6UJB5,CHROMOSOME-1,1860490,1861575,ttuC,yeaU,,,UNCLASSIFIED,,,,ECB_01770,+,ECB_RS09345,dmlA,[1860489:1861575](+),ECB_01770,multifunctional D-malate/3-isopropylmalate/tartarate dehydrogenase,Derived by automated computational analysis using gene prediction method: Protein Homology.,1860489,1861575,1,1085,1085,1086
2146,GCQD-2490,yfdV,YfdV AEC Transporter,C6UMN1,CHROMOSOME-1,2424413,2423469,,,,,transport,UNCLASSIFIED,,,ECB_02282,-,ECB_RS12005,yfdV,[2423468:2424413](-),ECB_02282,transporter YfdV,Derived by automated computational analysis using gene prediction method: Protein Homology.,2424413,2423468,1,944,944,945
2147,GCQD-4462,kptA,enzyme with tRNA 2'-phosphotransferase activity,C6ULU7,CHROMOSOME-1,4541844,4542398,yjiI,,,,transport,UNCLASSIFIED,,,ECB_04200,+,ECB_RS22385,kptA,[4541843:4542398](+),ECB_04200,RNA 2'-phosphotransferase,Derived by automated computational analysis using gene prediction method: Protein Homology.,4541843,4542398,1,554,554,555
2149,GCQD-4534,trpR,TrpR,C6UM14,CHROMOSOME-1,4620973,4621299,rtrY,,,,UNCLASSIFIED,,,,ECB_04269,+,ECB_RS22760,trpR,[4620972:4621299](+),ECB_04269,trp operon repressor,Derived by automated computational analysis using gene prediction method: Protein Homology.,4620972,4621299,1,326,326,327
2150,GCQD-2358,atoE,predicted short chain fatty acid transporter,C6ULN5,CHROMOSOME-1,2271456,2272778,,,,,transport,UNCLASSIFIED,,,ECB_02150,+,ECB_RS11330,,[2271455:2272778](+),ECB_02150,TIGR00366 family protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,2271455,2272778,1,1322,1322,1323
2151,GCQD-4361,ytfT,galactofuranose / galactopyranose ABC transporter - putative membrane subunit,C6UL08,CHROMOSOME-1,4435824,4436846,,,,,transport,UNCLASSIFIED,,,ECB_04098,+,ECB_RS21805,,[4435823:4436846](+),ECB_04098,ABC transporter permease,Derived by automated computational analysis using gene prediction method: Protein Homology.,4435823,4436846,1,1022,1022,1023
2152,GCQD-347,pyrH,UMP kinase,C6UMD1,CHROMOSOME-1,194697,195422,umk,smbA,,,UNCLASSIFIED,,,,ECB_00169,+,ECB_RS00880,pyrH,[194696:195422](+),ECB_00169,UMP kinase,Derived by automated computational analysis using gene prediction method: Protein Homology.,194696,195422,1,725,725,726
